"ID","Item title","Final URL","Image URL","Item subtitle","Item description","Item Category","Price","Sale Price"
"8069330","Férfi lovasnyakkendő versenyre","http://www.decathlon.hu/ferfi-lovasnyakkendo-versenyre-id_8069330.html","http://www.decathlon.hu/media/806/8069330/big_909675.jpg","NO BRAND","Egyszerűen megköthető fehér nyakkendő!","Lovaglás","2490.00 HUF",""
"8354242","Lovaglózokni 100-as","http://www.decathlon.hu/lovaglozokni-100-as-id_8354242.html","http://www.decathlon.hu/media/835/8354242/big_1312731.jpg","FOUGANZA","Egységes méretezés. ","Lovaglás","990.00 HUF",""
"8354233","Férfi lovas póló, BLASON ","http://www.decathlon.hu/ferfi-lovas-polo-blason--id_8354233.html","http://www.decathlon.hu/media/835/8354233/big_172864.jpg","FOUGANZA","Kellemes tapintású, puha pamutszövet. ","Lovaglás","7990.00 HUF",""
"8152258","Kikötőszár, gumikarikás","http://www.decathlon.hu/kikotoszar-gumikarikas-id_8152258.html","http://www.decathlon.hu/media/815/8152258/big_811321.jpg","NO BRAND","Szakszerű használata rávezet a támaszkodásra. ","Lovaglás","4990.00 HUF",""
"8217930","Kantárszár, gumis, TINCKLE","http://www.decathlon.hu/kantarszar-gumis-tinckle-id_8217930.html","http://www.decathlon.hu/media/821/8217930/big_644565.jpg","FOUGANZA","Kiváló minőségű, angol bőr.","Lovaglás","11990.00 HUF",""
"8212584","Takarmánykiegészítő,BIODYNE1kg","http://www.decathlon.hu/takarmanykiegeszitobiodyne1kg-id_8212584.html","http://www.decathlon.hu/media/821/8212584/big_409595.jpg","RAVENE","Erős paták, egészséges, ragyogó szőrzet! ","Lovaglás","7990.00 HUF",""
"8126424","Lószállító kamásli szett","http://www.decathlon.hu/loszallito-kamasli-szett-id_8126424.html","http://www.decathlon.hu/media/812/8126424/big_856349.jpg","FOUGANZA","Kiválóan illeszkedik lova lábára, könnyen ráadható","Lovaglás","16990.00 HUF",""
"4379529","Vezetőszár, WINNER","http://www.decathlon.hu/vezetoszar-winner-id_4379529.html","http://www.decathlon.hu/media/437/4379529/big_887517.jpg","FOUGANZA","Masszív, strapabíró!","Lovaglás","1690.00 HUF",""
"8277068","Feszítőzabla, rövid karú","http://www.decathlon.hu/feszitozabla-rovid-karu-id_8277068.html","http://www.decathlon.hu/media/827/8277068/big_691078.jpg","FOUGANZA","Nagykantárban használatos.Képzett lónak, lovasnak.","Lovaglás","6990.00 HUF",""
"8352054","Lóápoló eszközkészlet","http://www.decathlon.hu/loapolo-eszkozkeszlet-id_8352054.html","http://www.decathlon.hu/media/835/8352054/big_45817.jpg","FOUGANZA","Ideális készlet a teljes körű ápoláshoz! ","Lovaglás","2490.00 HUF",""
"8309524","Villanypásztor földelőkaró 1 m","http://www.decathlon.hu/villanypasztor-foldelokaro-1-m-id_8309524.html","http://www.decathlon.hu/media/830/8309524/big_595270.jpg","AKO","Rögzítőcsavarral láttuk el. ","Lovaglás","4490.00 HUF",""
"1950056","Sárvakaró","http://www.decathlon.hu/sarvakaro-id_1950056.html","http://www.decathlon.hu/media/195/1950056/big_812283.jpg","VALE BROTHERS LTD","Télre, nyíratlan szőrű lovakhoz, rideg tartásban.","Lovaglás","990.00 HUF",""
"8312008","Polár fásliszett","http://www.decathlon.hu/polar-fasliszett-id_8312008.html","http://www.decathlon.hu/media/831/8312008/big_432023.jpg","FOUGANZA","Kiváló tartást biztosít munka közben.","Lovaglás","4990.00 HUF",""
"5289732","Algás takarmánykiegészítő ","http://www.decathlon.hu/algas-takarmanykiegeszito--id_5289732.html","http://www.decathlon.hu/media/528/5289732/big_968565.jpg","PRINCE EQUITATION","Újra csúcsformában. ","Lovaglás","3990.00 HUF",""
"8112343","Villanypásztor zsinór ","http://www.decathlon.hu/villanypasztor-zsinor-id_8112343.html","http://www.decathlon.hu/media/811/8112343/big_894027.jpg","AKO","Strapabíró, a ló számára is jól látható. ","Lovaglás","2990.00 HUF",""
"5994525","Kengyel, műanyag, gyerek","http://www.decathlon.hu/kengyel-muanyag-gyerek-id_5994525.html","http://www.decathlon.hu/media/599/5994525/big_1629267.jpg","COMPOSITI","6 év alatti gyerekeknek.","Lovaglás","2490.00 HUF",""
"8340673","Gyerek csizmazokni","http://www.decathlon.hu/gyerek-csizmazokni-id_8340673.html","http://www.decathlon.hu/media/834/8340673/big_62337.jpg","FOUGANZA","Egy pár, meleg csizmabélés. ","Lovaglás","1990.00 HUF",""
"8362867","Idomítópálca, 110 cm, GIFT","http://www.decathlon.hu/idomitopalca-110-cm-gift-id_8362867.html","http://www.decathlon.hu/media/836/8362867/big_697885.jpg","VALE BROTHERS","Hossza: 110 cm, pónikhoz is megfelelő.  ","Lovaglás","3990.00 HUF",""
"6289147","Sörénytépő fésű","http://www.decathlon.hu/sorenytepo-fesu-id_6289147.html","http://www.decathlon.hu/media/628/6289147/big_995542.jpg","ROBERT LYE","Precíz lóápoláshoz!","Lovaglás","290.00 HUF",""
"8152497","Szivacs, nagyméretű","http://www.decathlon.hu/szivacs-nagymeretu-id_8152497.html","http://www.decathlon.hu/media/815/8152497/big_814121.jpg","CARR & DAY &MARTIN","Ideális a sampon felhabosításához!","Lovaglás","490.00 HUF",""
"8218799","Nyalósó Himalaya, 2,5 kg","http://www.decathlon.hu/nyaloso-himalaya-25-kg-id_8218799.html","http://www.decathlon.hu/media/821/8218799/big_604750.jpg","KERBL","Ásványi anyagokban és nyomelemekben gazdag.","Lovaglás","1190.00 HUF",""
"8324944","Túranyereg, Escape","http://www.decathlon.hu/turanyereg-escape-id_8324944.html","http://www.decathlon.hu/media/832/8324944/big_428835.jpg","FOUGANZA","Kényelmes túralovagláshoz!","LOVAGLÁS TEREPEN","129990.00 HUF",""
"8113196","Jutalomfalat FOUGATREATS 3 kg","http://www.decathlon.hu/jutalomfalat-fougatreats-3-kg-id_8113196.html","http://www.decathlon.hu/media/811/8113196/big_1565913.jpg","FOUGANZA","Kézből etethető. Ízletes, finom csemege!","Lovaglás","2790.00 HUF",""
"8114756","Nyeregtartó, fix","http://www.decathlon.hu/nyeregtarto-fix-id_8114756.html","http://www.decathlon.hu/media/811/8114756/big_913189.jpg","BROSSERIE OSTER","Ideális nyeregtartó!","Lovaglás","3490.00 HUF",""
"8079783","Lószőrfésű","http://www.decathlon.hu/loszorfesu-id_8079783.html","http://www.decathlon.hu/media/807/8079783/big_894393.jpg","NO BRAND","Nem tépi a sörényt bontás közben!","Lovaglás","4690.00 HUF",""
"8355617","Gyökérkefe, felnőttkézhez","http://www.decathlon.hu/gyokerkefe-felnottkezhez-id_8355617.html","http://www.decathlon.hu/media/835/8355617/big_270954.jpg","FOUGANZA","Kényelmes és hatékony: 2 az 1-ben kefe.","Lovaglás","990.00 HUF",""
"8112367","Villanypásztor összekötő 5 db","http://www.decathlon.hu/villanypasztor-osszekoto-5-db-id_8112367.html","http://www.decathlon.hu/media/811/8112367/big_888324.jpg","AKO","Rozsdamentes acél: jó vezeőképesség. ","Lovaglás","3990.00 HUF",""
"8220358","Szivacs, bőrápoláshoz","http://www.decathlon.hu/szivacs-borapolashoz-id_8220358.html","http://www.decathlon.hu/media/822/8220358/big_648227.jpg","VALE BROTHERS","Puha, kíméli a bőrt. ","Lovaglás","990.00 HUF",""
"6289171","Sörény,-és farokfésű ","http://www.decathlon.hu/soreny-es-farokfesu-id_6289171.html","http://www.decathlon.hu/media/628/6289171/big_995540.jpg","ROBERT LYE","Strapabíró!","Lovaglás","490.00 HUF",""
"8112489","Villanypásztor-szalag, 20 mm","http://www.decathlon.hu/villanypasztor-szalag-20-mm-id_8112489.html","http://www.decathlon.hu/media/811/8112489/big_508401.jpg","AKO","Extra vezetőképesség. ","Lovaglás","6990.00 HUF",""
"8184091","Kalap, ausztrál stílusú","http://www.decathlon.hu/kalap-ausztral-stilusu-id_8184091.html","http://www.decathlon.hu/media/818/8184091/big_302536.jpg","NO BRAND","Hagyományos, 'ausztrál' stílusú kalap","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8363576","Kantár, PADDOCK, barna","http://www.decathlon.hu/kantar-paddock-barna-id_8363576.html","http://www.decathlon.hu/media/836/8363576/big_954664.jpg","FOUGANZA","Az orrszíjhoz két alátétet/osztott bújtatót adunk.","Lovaglás","11990.00 HUF",""
"8363578","Gogue Schooling, póni, barna","http://www.decathlon.hu/gogue-schooling-poni-barna-id_8363578.html","http://www.decathlon.hu/media/836/8363578/big_704370.jpg","FOUGANZA","Rávezeti a lovat a támaszkodásra.","Lovaglás","7990.00 HUF",""
"8335714","Lóápoló eszközök, hordtáskában","http://www.decathlon.hu/loapolo-eszkozok-hordtaskaban-id_8335714.html","http://www.decathlon.hu/media/833/8335714/big_412565.jpg","NO BRAND","Felnőttkézhez!","Lovaglás","2990.00 HUF",""
"8351278","Lovaglópálca, Classic, 65 cm","http://www.decathlon.hu/lovaglopalca-classic-65-cm-id_8351278.html","http://www.decathlon.hu/media/835/8351278/big_744694.jpg","VALE BROTHERS","Egyszerű és hatékony!","Lovaglás","2990.00 HUF",""
"8184972","Bőrolaj, 500 ml","http://www.decathlon.hu/borolaj-500-ml-id_8184972.html","http://www.decathlon.hu/media/818/8184972/big_804097.jpg","OLEUM","","Lovaglás","2990.00 HUF",""
"8189576","Bőrlyukasztó","http://www.decathlon.hu/borlyukaszto-id_8189576.html","http://www.decathlon.hu/media/818/8189576/big_843206.jpg","SPRENGER","Nem sérti, nem szakítja a bőrt. ","Lovaglás","5490.00 HUF",""
"8353068","Gogue Schooling PS, fekete","http://www.decathlon.hu/gogue-schooling-ps-fekete-id_8353068.html","http://www.decathlon.hu/media/835/8353068/big_704376.jpg","FOUGANZA","Rávezeti a lovat a támaszkodásra.","Lovaglás","7990.00 HUF",""
"8363205","Lovaglókabát 500-as, vízhatlan","http://www.decathlon.hu/lovaglokabat-500-as-vizhatlan-id_8363205.html","http://www.decathlon.hu/media/836/8363205/big_403146.jpg","FOUGANZA","Vízhatlan, könnyű és légáteresztő!","Lovaglás","14990.00 HUF",""
"8354940","Éles sarkantyú, felnőtt","http://www.decathlon.hu/eles-sarkantyu-felnott-id_8354940.html","http://www.decathlon.hu/media/835/8354940/big_463526.jpg","FOUGANZA","A pontos munkához.","Lovaglás","1990.00 HUF",""
"8363431","Kobak C700, barna-szürke","http://www.decathlon.hu/kobak-c700-barna-szurke-id_8363431.html","http://www.decathlon.hu/media/836/8363431/big_1256384.jpg","FOUGANZA","Elegáns és kényelmes. ","Lovaglás","13990.00 HUF",""
"8103675","Lóápolószeres láda 700-as","http://www.decathlon.hu/loapoloszeres-lada-700-as-id_8103675.html","http://www.decathlon.hu/media/810/8103675/big_669131.jpg","FOUGANZA","80 kg-ig zsámolyként is használható.","Lovaglás","6990.00 HUF",""
"8292572","Cövek PVC Titan, 160 cm, 5 db","http://www.decathlon.hu/covek-pvc-titan-160-cm-5-db-id_8292572.html","http://www.decathlon.hu/media/829/8292572/big_69280.jpg","AKO","Minden vezetéktípushoz megfelelő. Nagyon erős.","Lovaglás","4990.00 HUF",""
"8355625","Puha lóvakaró Schooling","http://www.decathlon.hu/puha-lovakaro-schooling-id_8355625.html","http://www.decathlon.hu/media/835/8355625/big_665868.jpg","FOUGANZA","Hasznos és kellemes:ápoláskor masszírozza a lovat.","Lovaglás","890.00 HUF",""
"8363577","Gogue Schooling, FS","http://www.decathlon.hu/gogue-schooling-fs-id_8363577.html","http://www.decathlon.hu/media/836/8363577/big_704370.jpg","FOUGANZA","Rávezeti a lovat a támaszkodásra.","Lovaglás","7990.00 HUF",""
"8355447","Férfi tompa sarkantyú, 20 mm","http://www.decathlon.hu/ferfi-tompa-sarkantyu-20-mm-id_8355447.html","http://www.decathlon.hu/media/835/8355447/big_463532.jpg","FOUGANZA","Ideális tanuláshoz.","Lovaglás","1990.00 HUF",""
"8354921","Női tompa sarkantyú, 20 mm","http://www.decathlon.hu/noi-tompa-sarkantyu-20-mm-id_8354921.html","http://www.decathlon.hu/media/835/8354921/big_463532.jpg","FOUGANZA","Ideális tanuláshoz.","Lovaglás","1990.00 HUF",""
"8355630","Szőrkefe SCHOOLING","http://www.decathlon.hu/szorkefe-schooling-id_8355630.html","http://www.decathlon.hu/media/835/8355630/big_659835.jpg","FOUGANZA","Kényelmes és hatékony: 2 az 1-ben kefe.","Lovaglás","890.00 HUF",""
"8363575","Kantár Paddock, fekete","http://www.decathlon.hu/kantar-paddock-fekete-id_8363575.html","http://www.decathlon.hu/media/836/8363575/big_954690.jpg","FOUGANZA","Az orrszíjhoz két alátétet/osztott bújtatót adunk.","Lovaglás","11990.00 HUF",""
"8186624","Viaszos bőrápoló, 200 ml","http://www.decathlon.hu/viaszos-borapolo-200-ml-id_8186624.html","http://www.decathlon.hu/media/818/8186624/big_836495.jpg","OLEUM","","Lovaglás","1990.00 HUF",""
"8355620","Szőrkefe, felnőtt kézhez","http://www.decathlon.hu/szorkefe-felnott-kezhez-id_8355620.html","http://www.decathlon.hu/media/835/8355620/big_639734.jpg","FOUGANZA","Kényelmes és hatékony: 2 az 1-ben kefe.","Lovaglás","990.00 HUF",""
"8335712","Lóápoló eszközök, hordtáskában","http://www.decathlon.hu/loapolo-eszkozok-hordtaskaban-id_8335712.html","http://www.decathlon.hu/media/833/8335712/big_412564.jpg","NO BRAND","Közepes méret: gyerekeknek ideális.","Lovaglás","2990.00 HUF",""
"8184179","Idomítópálca, ECO, 120 cm ","http://www.decathlon.hu/idomitopalca-eco-120-cm-id_8184179.html","http://www.decathlon.hu/media/818/8184179/big_751308.jpg","VALE BROTHERS","Csak független kezű, segítségadású lovasnak! ","Lovaglás","1990.00 HUF",""
"8189572","Fém tárolódoboz, 95 l","http://www.decathlon.hu/fem-tarolodoboz-95-l-id_8189572.html","http://www.decathlon.hu/media/818/8189572/big_835607.jpg","PIERRE HENRY","Hatalmas befogadóképesség! ","Lovaglás","22990.00 HUF",""
"8353102","Nyeregalátét Grippy, fehér","http://www.decathlon.hu/nyeregalatet-grippy-feher-id_8353102.html","http://www.decathlon.hu/media/835/8353102/big_160107.jpg","FOUGANZA","Ideális díjlovas nyereghez.","Lovaglás","7990.00 HUF",""
"8348257","Villanypásztor kapu-fogantyú ","http://www.decathlon.hu/villanypasztor-kapu-fogantyu-id_8348257.html","http://www.decathlon.hu/media/834/8348257/big_750370.jpg","AKO","Praktikus és biztonságos.  ","Lovaglás","690.00 HUF",""
"8364049","Jutalomfalat FOUGATRAEATS 3 kg","http://www.decathlon.hu/jutalomfalat-fougatraeats-3-kg-id_8364049.html","http://www.decathlon.hu/media/836/8364049/big_1577231.jpg","FOUGANZA","Kézből etethető. Ízletes, finom csemege!","Lovaglás","2790.00 HUF",""
"8365289","Lovaglónadrág, ACCESSY","http://www.decathlon.hu/lovaglonadrag-accessy-id_8365289.html","http://www.decathlon.hu/media/836/8365289/big_1345384.jpg","FOUGANZA","Puha, meleg anyagú téli lovaglónadrág. ","Lovaglás","5490.00 HUF",""
"8365443","Munkatakaró Allweather, fekete","http://www.decathlon.hu/munkatakaro-allweather-fekete-id_8365443.html","http://www.decathlon.hu/media/836/8365443/big_1622667.jpg","FOUGANZA","Vízhatlan munkatakaró. ","Lovaglás","9990.00 HUF",""
"8365438","Jártatógép takaró, EXERCISE","http://www.decathlon.hu/jartatogep-takaro-exercise-id_8365438.html","http://www.decathlon.hu/media/836/8365438/big_820694.jpg","FOUGANZA","Jártatógépbe, futószáron és kézen való munkához. ","Lovaglás","12990.00 HUF",""
"8365602","Gurulós lovastáska, 80 l","http://www.decathlon.hu/gurulos-lovastaska-80-l-id_8365602.html","http://www.decathlon.hu/media/836/8365602/big_838054.jpg","FOUGANZA","A lovaglócsizma külön rekeszt kapott.","Lovaglás","14990.00 HUF",""
"8366080","Női lovas mellény PERFORMER","http://www.decathlon.hu/noi-lovas-melleny-performer-id_8366080.html","http://www.decathlon.hu/media/836/8366080/big_854375.jpg","FOUGANZA","Bélelt, magas nyak.","Lovaglás","9990.00 HUF",""
"8366323","Lótakaró ALLWEATHER200 600 D","http://www.decathlon.hu/lotakaro-allweather200-600-d-id_8366323.html","http://www.decathlon.hu/media/836/8366323/big_833382.jpg","FOUGANZA","Vízhatlan, légáteresztő, meleg és strapabíró. ","Lovaglás","21990.00 HUF",""
"8366324","Karámtakaró, póni, IMPER200 ","http://www.decathlon.hu/karamtakaro-poni-imper200--id_8366324.html","http://www.decathlon.hu/media/836/8366324/big_1178166.jpg","FOUGANZA","Ideális nyírott hobbi, -sportlovak karámozásához. ","Lovaglás","14990.00 HUF",""
"8366364","Marvédő futószárazáshoz","http://www.decathlon.hu/marvedo-futoszarazashoz-id_8366364.html","http://www.decathlon.hu/media/836/8366364/big_991143.jpg","FOUGANZA","A sérülések megelőzésére.","Lovaglás","2490.00 HUF",""
"8366380","Univerzális nyereg, RIDE2 17""5","http://www.decathlon.hu/univerzalis-nyereg-ride2-175-id_8366380.html","http://www.decathlon.hu/media/836/8366380/big_1010292.jpg","FOUGANZA","Egyszerűen és gyorsan cserélhető marvas. ","Lovaglás","115990.00 HUF",""
"8366381","SCHOOLING nyeregemelő","http://www.decathlon.hu/schooling-nyeregemelo-id_8366381.html","http://www.decathlon.hu/media/836/8366381/big_991135.jpg","FOUGANZA","Védi, kíméli az érzékeny nyeregtájékot. ","Lovaglás","3990.00 HUF",""
"8367266","Gyerek lábszárvédő 100-as,Mesh","http://www.decathlon.hu/gyerek-labszarvedo-100-asmesh-id_8367266.html","http://www.decathlon.hu/media/836/8367266/big_930649.jpg","FOUGANZA","Mesh szövete könnyű és jól szellőzik.","Lovaglás","4990.00 HUF",""
"8367535","Segédszár, 'Weyrother' ","http://www.decathlon.hu/segedszar-weyrother-id_8367535.html","http://www.decathlon.hu/media/836/8367535/big_1009269.jpg","FOUGANZA","Erős pamut szíj.","Lovaglás","2990.00 HUF",""
"8367609","Lábszárvédő Classic 140","http://www.decathlon.hu/labszarvedo-classic-140-id_8367609.html","http://www.decathlon.hu/media/836/8367609/big_963862.jpg","FOUGANZA","Elegáns, bőrhatású megjelenés.","Lovaglás","6990.00 HUF",""
"8367916","Lábszárvédő Classic 140","http://www.decathlon.hu/labszarvedo-classic-140-id_8367916.html","http://www.decathlon.hu/media/836/8367916/big_963853.jpg","FOUGANZA","Elegáns, bőrhatású megjelenés.","Lovaglás","6990.00 HUF",""
"8371420","Összehajtható nyeregtartó","http://www.decathlon.hu/osszehajthato-nyeregtarto-id_8371420.html","http://www.decathlon.hu/media/837/8371420/big_936259.jpg","KERBL","Lehajtható : biztonságos és helytakarékos.","Lovaglás","3490.00 HUF",""
"8371418","Trágyaszedő villa","http://www.decathlon.hu/tragyaszedo-villa-id_8371418.html","http://www.decathlon.hu/media/837/8371418/big_936261.jpg","KERBL","Könnyű, ám erős, strapabíró anyagokból készült.","Lovaglás","4990.00 HUF",""
"8371677","Puha szőrű kefe lóápoláshoz ","http://www.decathlon.hu/puha-szoru-kefe-loapolashoz--id_8371677.html","http://www.decathlon.hu/media/837/8371677/big_959627.jpg","FOUGANZA","Lóvakaró vagy durvább sörtéjű kefe után ajánlott.","Lovaglás","1990.00 HUF",""
"8371676","Gyökérkefe","http://www.decathlon.hu/gyokerkefe-id_8371676.html","http://www.decathlon.hu/media/837/8371676/big_959624.jpg","FOUGANZA","Könnyen eltávolítható a durvább szennyeződés is.","Lovaglás","1290.00 HUF",""
"8372512","Rugalmas istállóvödör, 42 l","http://www.decathlon.hu/rugalmas-istallovodor-42-l-id_8372512.html","http://www.decathlon.hu/media/837/8372512/big_936255.jpg","KERBL","Nem balesetveszélyes, nem törik.","Lovaglás","2990.00 HUF",""
"8378678","Többfunkciós ápolókefék","http://www.decathlon.hu/tobbfunkcios-apolokefek-id_8378678.html","http://www.decathlon.hu/media/837/8378678/big_1290592.jpg","SANS MARQUE","Könnyű, többfunkciós kefék.","Lovaglás","4990.00 HUF",""
"8378376","Szénaháló","http://www.decathlon.hu/szenahalo-id_8378376.html","http://www.decathlon.hu/media/837/8378376/big_1009216.jpg","FOUGANZA","A könnyű takarmányozáshoz!","Lovaglás","1290.00 HUF",""
"8380249","Gyerek lovaglónadrág, BR100","http://www.decathlon.hu/gyerek-lovaglonadrag-br100-id_8380249.html","http://www.decathlon.hu/media/838/8380249/big_1081717.jpg","FOUGANZA","Meleg időben nagyon kényelmes. ","Lovaglás","5490.00 HUF",""
"8380250","Gyerek lovaglónadrág, BR100","http://www.decathlon.hu/gyerek-lovaglonadrag-br100-id_8380250.html","http://www.decathlon.hu/media/838/8380250/big_1081619.jpg","FOUGANZA","Meleg időben nagyon kényelmes. ","Lovaglás","5490.00 HUF",""
"8375269","Kötőfék, vezetőszárral, WINNER","http://www.decathlon.hu/kotofek-vezetoszarral-winner-id_8375269.html","http://www.decathlon.hu/media/837/8375269/big_1080189.jpg","FOUGANZA","Puha polárral bélelt kötőfék!","Lovaglás","5990.00 HUF",""
"8381454","Lovaglócipő SAFYBOOTS","http://www.decathlon.hu/lovaglocipo-safyboots-id_8381454.html","http://www.decathlon.hu/media/838/8381454/big_1080602.jpg","FOUGANZA","1500 kg-ig teherbíró.","LOVAGLÁS TEREPEN","29990.00 HUF",""
"8375388","Kötőfék, Strasszos","http://www.decathlon.hu/kotofek-strasszos-id_8375388.html","http://www.decathlon.hu/media/837/8375388/big_1080214.jpg","FOUGANZA","Puha polárral bélelt kötőfék!","Lovaglás","6990.00 HUF",""
"8381821","Lovaglónadrág 140-es","http://www.decathlon.hu/lovaglonadrag-140-es-id_8381821.html","http://www.decathlon.hu/media/838/8381821/big_1082953.jpg","FOUGANZA","Kényelmes!","Lovaglás","4490.00 HUF",""
"8381811","Lovaglónadrág 140-es","http://www.decathlon.hu/lovaglonadrag-140-es-id_8381811.html","http://www.decathlon.hu/media/838/8381811/big_1083023.jpg","FOUGANZA","Kényelmes!","Lovaglás","4490.00 HUF",""
"8340711","Orrszíjvédő, fekete","http://www.decathlon.hu/orrszijvedo-fekete-id_8340711.html","http://www.decathlon.hu/media/834/8340711/big_991188.jpg","FOUGANZA","Bőrsemleges mosószerrel,- babasamponnal mosható.","Lovaglás","1290.00 HUF",""
"8382026","Istállófásli, 2 db","http://www.decathlon.hu/istallofasli-2-db-id_8382026.html","http://www.decathlon.hu/media/838/8382026/big_1137849.jpg","WALDHAUSEN","Ideális intenzív erőkifejtés után.","Lovaglás","4990.00 HUF",""
"8382035","Fülvédő, RIDING","http://www.decathlon.hu/fulvedo-riding-id_8382035.html","http://www.decathlon.hu/media/838/8382035/big_1166924.jpg","FOUGANZA","Ideális nyáron, versenyre!","Lovaglás","2990.00 HUF","2990.00 HUF"
"8382036","Fülvédő, RIDING","http://www.decathlon.hu/fulvedo-riding-id_8382036.html","http://www.decathlon.hu/media/838/8382036/big_1166925.jpg","FOUGANZA","Ideális nyáron, versenyre!","Lovaglás","3990.00 HUF",""
"8375305","Nyeregalátét, univerzális","http://www.decathlon.hu/nyeregalatet-univerzalis-id_8375305.html","http://www.decathlon.hu/media/837/8375305/big_1080683.jpg","FOUGANZA","Nagy pónikhoz és lovakhoz.","Lovaglás","3990.00 HUF",""
"8382601","Gyerek védőmellény Smartrider","http://www.decathlon.hu/gyerek-vedomelleny-smartrider-id_8382601.html","http://www.decathlon.hu/media/838/8382601/big_1080648.jpg","SMART RIDER","Szögletes kialakítású szivacspanel: kényelmes.","Lovaglás","19990.00 HUF",""
"8382602","Felnőtt védőmellény Smartrider","http://www.decathlon.hu/felnott-vedomelleny-smartrider-id_8382602.html","http://www.decathlon.hu/media/838/8382602/big_1080648.jpg","SMART RIDER","Szögletes kialakítású szivacspanel: kényelmes.","Lovaglás","21990.00 HUF",""
"8375288","Kötőfék, Schooling, türkizkék","http://www.decathlon.hu/kotofek-schooling-turkizkek-id_8375288.html","http://www.decathlon.hu/media/837/8375288/big_1080192.jpg","FOUGANZA","Kiváló ár-érték arány!","Lovaglás","1490.00 HUF",""
"8382449","Nyeregtartó,- és hordtáska","http://www.decathlon.hu/nyeregtarto-es-hordtaska-id_8382449.html","http://www.decathlon.hu/media/838/8382449/big_1094125.jpg","FOUGANZA","Hátizsákként is hordható. ","Lovaglás","9990.00 HUF",""
"8382452","Lovas sporttáska, 55 l","http://www.decathlon.hu/lovas-sporttaska-55-l-id_8382452.html","http://www.decathlon.hu/media/838/8382452/big_1080076.jpg","FOUGANZA","Nagy űrtartalom!","Lovaglás","9990.00 HUF",""
"8382667","Gyerek lovaglókesztyű Basic","http://www.decathlon.hu/gyerek-lovaglokesztyu-basic-id_8382667.html","http://www.decathlon.hu/media/838/8382667/big_1080476.jpg","FOUGANZA","Visszafogott és elegáns!","Lovaglás","1990.00 HUF",""
"8382666","Gyerek lovaglókesztyű, Basic","http://www.decathlon.hu/gyerek-lovaglokesztyu-basic-id_8382666.html","http://www.decathlon.hu/media/838/8382666/big_1080886.jpg","FOUGANZA","Visszafogott és elegáns!","Lovaglás","1990.00 HUF",""
"8382798","Lovaglócipő Training 700, bőr","http://www.decathlon.hu/lovaglocipo-training-700-bor-id_8382798.html","http://www.decathlon.hu/media/838/8382798/big_1080873.jpg","FOUGANZA","Varrott talp, cipzárral könnyen fel- és levehető.","Lovaglás","29990.00 HUF",""
"8382923","Lovas táska ALL IN 50l","http://www.decathlon.hu/lovas-taska-all-in-50l-id_8382923.html","http://www.decathlon.hu/media/838/8382923/big_1080074.jpg","FOUGANZA","Tárold kézközelben a felszerelést!","Lovaglás","14990.00 HUF",""
"8382873","Gyerek lábszárvédő 100 mesh","http://www.decathlon.hu/gyerek-labszarvedo-100-mesh-id_8382873.html","http://www.decathlon.hu/media/838/8382873/big_1137997.jpg","FOUGANZA","Mesh szövete könnyű és jól szellőzik.","Lovaglás","4990.00 HUF",""
"8383222","Ápolószeres táska Vanity","http://www.decathlon.hu/apoloszeres-taska-vanity-id_8383222.html","http://www.decathlon.hu/media/838/8383222/big_1137748.jpg","FOUGANZA","Átlátható elrendezés, könnyen elérhető eszközök.","Lovaglás","4490.00 HUF",""
"8383352","Lovaglónadrág, férfi, BR700","http://www.decathlon.hu/lovaglonadrag-ferfi-br700-id_8383352.html","http://www.decathlon.hu/media/838/8383352/big_1081584.jpg","FOUGANZA","Kényelmes, testhez simuló szabás.","Lovaglás","12990.00 HUF",""
"8383237","Lóvakaró Oster","http://www.decathlon.hu/lovakaro-oster-id_8383237.html","http://www.decathlon.hu/media/838/8383237/big_1080499.jpg","BROSSERIE OSTER","Fej és csontos részek kivételével a teljes testen.","Lovaglás","2990.00 HUF",""
"8383321","Lovaglónadrág 140-es, kék","http://www.decathlon.hu/lovaglonadrag-140-es-kek-id_8383321.html","http://www.decathlon.hu/media/838/8383321/big_1081402.jpg","FOUGANZA","Csúszásmentes térdfoltok. ","Lovaglás","5990.00 HUF",""
"8383348","Lovaglónadrág 180 Fullseat ","http://www.decathlon.hu/lovaglonadrag-180-fullseat--id_8383348.html","http://www.decathlon.hu/media/838/8383348/big_1081446.jpg","FOUGANZA","Csúszásmentes, kényelmes a nyeregben.","Lovaglás","13990.00 HUF",""
"8383346","Női lovaglónadrág BR700","http://www.decathlon.hu/noi-lovaglonadrag-br700-id_8383346.html","http://www.decathlon.hu/media/838/8383346/big_1081603.jpg","FOUGANZA","Kényelmes, testhez simuló szabás.","Lovaglás","12990.00 HUF",""
"8383400","Lovaglónadrág 100-as Light","http://www.decathlon.hu/lovaglonadrag-100-as-light-id_8383400.html","http://www.decathlon.hu/media/838/8383400/big_1643737.jpg","FOUGANZA","Testhezálló szabás, mesh szellőzőnyílások.","Lovaglás","6990.00 HUF",""
"8383309","Lovaglónadrág 560-as","http://www.decathlon.hu/lovaglonadrag-560-as-id_8383309.html","http://www.decathlon.hu/media/838/8383309/big_1081339.jpg","FOUGANZA","Elöl hajtásokkal. Szilikon térdfolt.","Lovaglás","14990.00 HUF",""
